三效液相温度,三效气相温度,三效蒸发室气相压力,出料泵电流1,出料泵电流2,出料流量
41.587498,40.087502,-0.019997,0.0189,0.0216,0.0
41.639999,40.1325,-0.900002,0.0189,0.0216,0.0
41.497501,40.170002,-1.169998,0.0189,0.0216,0.0
41.550003,40.177502,-1.190002,0.0189,0.0216,0.0
41.602501,40.192501,-1.230003,0.0189,0.0216,0.0
41.482498,40.230003,-1.290001,0.0189,0.0216,0.0
40.912498,40.207497,-1.290001,0.0189,0.0216,0.0
40.650002,40.215,-1.290001,0.0189,0.0216,0.0
40.845001,40.192501,-1.290001,0.0189,0.0216,0.0
40.860001,40.139999,-1.300003,0.0189,0.0216,0.0
40.627499,40.095001,-1.279999,0.0189,0.0216,0.0
42.547501,40.065002,-1.270004,0.0189,0.0216,0.0
42.9375,40.042503,-1.270004,0.0189,0.0216,0.0
42.877499,40.005001,-1.25,0.0189,0.0216,0.0
42.870003,39.967499,-1.25,0.0189,0.0216,0.0
43.297501,39.93,-1.260002,0.0189,0.0216,0.0
43.342499,39.8475,-1.25,0.0189,0.0216,0.0
43.455002,39.772503,-1.270004,0.0189,0.0216,0.0
43.807499,39.509998,-1.270004,0.0189,0.0216,0.0
43.927498,39.465,-1.25,0.0189,0.0216,0.0
44.039997,39.412498,-2.160004,0.0189,0.0216,0.0
44.264999,39.142498,-1.310005,0.0189,0.0216,0.0
44.384998,39.157497,-1.260002,0.0189,0.0216,0.0
44.497498,39.1875,-1.270004,0.0189,0.0216,0.0
44.730003,39.210003,-1.260002,0.0189,0.0216,0.0
44.849998,39.195,-1.239998,0.0189,0.0216,0.0
44.924999,39.1875,-1.270004,0.0189,0.0216,0.0
45.022503,39.172501,-1.239998,0.0189,0.0216,0.0
45.27,39.157497,-1.239998,0.0189,0.0216,0.0
45.389999,39.150002,-1.239998,0.0189,0.0216,0.0
45.517498,39.134998,-1.239998,0.0189,0.0216,0.0
45.637501,39.127502,-1.230003,0.0189,0.0216,0.0
45.877499,39.119999,-1.239998,0.0189,0.0216,0.0
45.990002,39.119999,-1.239998,0.0189,0.0216,0.0
46.214996,39.119999,-1.220001,0.0189,0.0216,0.0
46.320004,39.112499,-1.25,0.0189,0.0216,0.0
46.432499,39.127502,-1.239998,0.0189,0.0216,0.0
46.5075,38.482502,-2.82,0.0189,0.0216,0.0
44.34,38.002499,-3.720001,0.0189,0.0216,0.0
44.295002,38.189999,-2.830002,0.0189,0.0216,0.0
44.122498,38.475002,-2.160004,0.0189,0.0216,0.0
43.9575,38.670002,-1.740005,0.0189,0.0216,0.0
43.762501,38.9175,-1.290001,0.0189,0.0216,0.0
43.462502,39.022499,-1.279999,0.0189,0.0216,0.0
43.199997,39.127502,-1.270004,0.0189,0.0216,0.0
43.110001,39.172501,-1.239998,0.0189,0.0216,0.0
43.0275,39.247498,-1.25,0.0189,0.0216,0.0
43.005001,39.255001,-1.25,0.0189,0.0216,0.0
42.975002,39.27,-1.260002,0.0189,0.0207,0.0
42.929996,39.2775,-1.25,0.0189,0.0216,0.0
42.922501,39.27,-1.270004,0.0189,0.0216,0.0
42.9375,39.224998,-1.270004,0.0189,0.0216,0.0
42.922501,39.202499,-1.230003,0.0189,0.0216,0.0
42.915001,39.210003,-1.239998,0.0189,0.0216,0.0
43.012497,39.232502,-1.230003,0.0189,0.0216,0.0
46.080002,39.157497,-1.239998,0.0189,0.0216,0.0
46.244999,39.157497,-1.239998,0.0189,0.0216,0.0
46.274998,39.150002,-1.220001,0.0189,0.0216,0.0
46.282501,39.165001,-1.220001,0.0189,0.0216,0.0
46.274998,39.127502,-1.200005,0.0189,0.0216,0.0
46.282501,39.150002,-1.200005,0.0189,0.0216,0.0
46.305,39.172501,-1.200005,0.0189,0.0216,0.0
46.297497,39.202499,-1.239998,0.0189,0.0216,0.0
46.320004,39.157497,-1.260002,0.0189,0.0216,0.0
46.342503,39.150002,-1.290001,0.0189,0.0216,0.0
46.349998,39.127502,-1.279999,0.0189,0.0216,0.0
46.334999,39.127502,-1.290001,0.0189,0.0216,0.0
46.342503,39.112499,-1.290001,0.0189,0.0216,0.0
46.327499,39.127502,-1.300003,0.0189,0.0216,0.0
46.327499,39.127502,-1.310005,0.0189,0.0216,0.0
46.320004,39.150002,-1.310005,0.0189,0.0216,0.0
46.334999,39.142498,-1.310005,0.0189,0.0216,0.0
46.320004,39.150002,-1.32,0.0189,0.0216,0.0
46.3125,39.157497,-1.32,0.0189,0.0216,0.0
46.305,39.172501,-1.330002,0.0189,0.0216,0.0
46.320004,39.165001,-1.360001,0.0189,0.0216,0.0
46.320004,39.165001,-1.360001,0.0189,0.0216,0.0
46.320004,39.1875,-1.370003,0.0189,0.0216,0.0
46.320004,39.195,-1.360001,0.0189,0.0216,0.0
46.297497,39.232502,-1.349998,0.0189,0.0216,0.0
46.290001,39.232502,-1.340004,0.0189,0.0216,0.0
46.297497,39.247498,-1.330002,0.0189,0.0216,0.0
46.290001,39.247498,-1.360001,0.0189,0.0216,0.0
46.260002,39.2925,-1.480003,0.0189,0.0216,0.0
46.274998,39.345001,-1.510002,0.0189,0.0216,0.0
46.252499,39.360001,-1.520004,0.0189,0.0216,0.0
46.252499,39.3825,-1.550003,0.0189,0.0216,0.0
46.237503,39.389999,-1.590004,0.0189,0.0216,0.0
46.260002,39.397503,-1.599998,0.0189,0.0216,0.0
46.23,39.457497,-1.68,0.0189,0.0216,0.0
46.192497,39.480003,-1.639999,0.0189,0.0216,0.0
46.192497,39.532501,-1.630005,0.0189,0.0216,0.0
46.185001,39.555,-1.560005,0.0189,0.0216,0.0
46.162498,39.57,-1.540001,0.0189,0.0216,0.0
46.125,39.585003,-1.5,0.0189,0.0216,0.0
46.102501,39.607502,-1.560005,0.0189,0.0216,0.0
46.012501,39.66,-1.480003,0.0189,0.0216,0.0
45.974998,39.667503,-1.5,0.0189,0.0216,0.0
45.945004,39.690002,-1.5,0.0189,0.0216,0.0
45.862503,39.720001,-1.470001,0.0189,0.0216,0.0
45.825001,39.712502,-1.400002,0.0189,0.0216,0.0
45.794998,39.712502,-1.400002,0.0189,0.0216,0.0
45.734997,39.727497,-1.360001,0.0189,0.0216,0.0
45.712498,39.720001,-1.360001,0.0189,0.0216,0.0
45.6525,39.720001,-1.370003,0.0189,0.0216,0.0
45.637501,39.727497,-1.330002,0.0189,0.0216,0.0
45.524998,39.735001,-1.360001,0.0189,0.0216,0.0
45.487503,39.764999,-1.389999,0.0189,0.0216,0.0
45.419998,39.787498,-1.370003,0.0189,0.0216,0.0
45.389999,39.802502,-1.389999,0.0189,0.0216,0.0
45.322502,39.817501,-1.389999,0.0189,0.0216,0.0
45.240002,39.809998,-1.380005,0.0189,0.0216,0.0
45.150002,39.809998,-1.360001,0.0189,0.0216,0.0
44.977497,39.832497,-1.360001,0.0189,0.0216,0.0
44.730003,39.855003,-1.32,0.0189,0.0216,0.0
44.490002,39.855003,-1.360001,0.0189,0.0216,0.0
44.325001,39.884998,-1.340004,0.0189,0.0216,0.0
44.092499,39.900002,-1.32,0.0189,0.0216,0.0
43.739998,39.892498,-1.330002,0.0189,0.0216,0.0
43.665001,39.892498,-1.310005,0.0189,0.0216,0.0
43.619999,39.892498,-1.32,0.0189,0.0216,0.0
43.552498,39.900002,-1.220001,0.0189,0.0216,0.0
43.5,39.907501,-1.200005,0.0189,0.0216,0.0
43.462502,39.922501,-1.209999,0.0189,0.0216,0.0
43.469997,39.922501,-1.239998,0.0189,0.0216,0.0
43.4025,39.914997,-1.230003,0.0189,0.0216,0.0
43.4025,39.93,-1.209999,0.0189,0.0216,0.0
43.455002,39.945,-1.220001,0.0189,0.0216,0.0
43.432503,39.960003,-1.230003,0.0189,0.0216,0.0
43.357502,39.952499,-1.25,0.0189,0.0216,0.0
43.364998,39.967499,-1.270004,0.0189,0.0216,0.0
43.342499,39.982502,-1.270004,0.0189,0.0216,0.0
43.327503,39.974998,-1.25,0.0189,0.0216,0.0
43.297501,39.974998,-1.260002,0.0189,0.0216,0.0
43.32,39.967499,-1.25,0.0189,0.0216,0.0
43.282497,39.967499,-1.270004,0.0189,0.0216,0.0
43.222504,39.952499,-1.25,0.0189,0.0216,0.0
43.170002,39.952499,-1.25,0.0189,0.0216,0.0
43.162502,39.952499,-1.279999,0.0189,0.0216,0.0
43.170002,39.960003,-1.260002,0.0189,0.0216,0.0
43.147499,39.945,-1.270004,0.0189,0.0216,0.0
43.1325,39.952499,-1.270004,0.0189,0.0216,0.0
43.080002,39.960003,-1.270004,0.0189,0.0216,0.0
43.035004,39.967499,-1.260002,0.0189,0.0216,0.0
43.0425,39.960003,-1.25,0.0189,0.0216,0.0
43.0275,39.952499,-1.260002,0.0189,0.0216,0.0
43.02,39.922501,-1.260002,0.0189,0.0216,0.0
43.0275,39.922501,-1.270004,0.0189,0.0216,0.0
43.005001,39.900002,-1.270004,0.0189,0.0216,0.0
42.967499,39.884998,-1.270004,0.0189,0.0216,0.0
42.952503,39.884998,-1.279999,0.0189,0.0216,0.0
42.907497,39.884998,-1.290001,0.0189,0.0216,0.0
42.929996,39.877502,-1.290001,0.0189,0.0216,0.0
42.884998,39.855003,-1.290001,0.0189,0.0216,0.0
42.847504,39.8475,-1.310005,0.0189,0.0216,0.0
42.877499,39.84,-1.310005,0.0189,0.0216,0.0
42.779999,39.802502,-1.290001,0.0189,0.0216,0.0
42.810001,39.802502,-1.270004,0.0189,0.0216,0.0
42.802498,39.802502,-1.260002,0.0189,0.0216,0.0
42.735001,39.787498,-1.260002,0.0189,0.0216,0.0
42.697498,39.749996,-1.260002,0.0189,0.0216,0.0
42.682503,39.712502,-1.260002,0.0189,0.0216,0.0
42.674999,39.720001,-1.279999,0.0189,0.0216,0.0
42.645,39.704998,-1.270004,0.0189,0.0216,0.0
42.584999,39.704998,-1.290001,0.0189,0.0216,0.0
42.622501,39.704998,-1.290001,0.0189,0.0216,0.0
42.637497,39.697498,-1.290001,0.0189,0.0216,0.0
42.607498,39.682499,-1.290001,0.0189,0.0216,0.0
42.5625,39.667503,-1.279999,0.0189,0.0216,0.0
42.5625,39.644997,-1.279999,0.0189,0.0216,0.0
42.524998,39.630001,-1.279999,0.0189,0.0216,0.0
42.517502,39.622498,-1.270004,0.0189,0.0216,0.0
42.48,39.607502,-1.290001,0.0189,0.0216,0.0
42.4575,39.592499,-1.279999,0.0189,0.0216,0.0
42.495003,39.592499,-1.270004,0.0189,0.0216,0.0
42.412502,39.592499,-1.279999,0.0189,0.0216,0.0
42.435001,39.57,-1.270004,0.0189,0.0216,0.0
42.419998,39.525002,-1.270004,0.0189,0.0216,0.0
42.412502,39.480003,-1.279999,0.0189,0.0216,0.0
42.3825,39.457497,-1.270004,0.0189,0.0216,0.0
42.397499,39.434998,-1.279999,0.0189,0.0216,0.0
42.322498,39.427498,-1.279999,0.0189,0.0216,0.0
42.314999,39.434998,-1.279999,0.0189,0.0216,0.0
42.2925,39.420002,-1.300003,0.0189,0.0216,0.0
42.307503,39.375,-1.310005,0.0189,0.0216,0.0
42.254997,39.3675,-1.300003,0.0189,0.0216,0.0
42.2775,39.375,-1.310005,0.0189,0.0216,0.0
42.262501,39.352497,-1.310005,0.0189,0.0216,0.0
42.239998,39.337502,-1.300003,0.0189,0.0216,0.0
42.232498,39.299999,-1.300003,0.0189,0.0216,0.0
42.209999,39.285,-1.279999,0.0189,0.0216,0.0
42.217499,39.299999,-1.279999,0.0189,0.0216,0.0
42.127499,39.285,-1.330002,0.0189,0.0216,0.0
42.142502,39.2775,-1.330002,0.0189,0.0216,0.0
42.209999,39.255001,-1.279999,0.0189,0.0216,0.0
42.149998,39.2775,-1.349998,0.0189,0.0216,0.0
42.142502,39.255001,-1.349998,0.0189,0.0216,0.0
42.149998,39.239998,-1.330002,0.0189,0.0216,0.0
42.157501,39.239998,-1.310005,0.0189,0.0216,0.0
42.157501,39.232502,-1.300003,0.0189,0.0216,0.0
42.202499,39.217499,-1.300003,0.0189,0.0216,0.0
42.202499,39.1875,-1.300003,0.0189,0.0216,0.0
42.202499,39.18,-1.300003,0.0189,0.0216,0.0
42.202499,39.18,-1.300003,0.0189,0.0216,0.0
42.172501,39.150002,-1.310005,0.0189,0.0216,0.0
42.120003,39.157497,-1.310005,0.0189,0.0216,0.0
42.239998,39.150002,-1.310005,0.0189,0.0216,0.0
42.247501,39.127502,-1.300003,0.0189,0.0216,0.0
42.232498,39.142498,-1.300003,0.0189,0.0216,0.0
42.254997,39.127502,-1.290001,0.0189,0.0216,0.0
42.247501,39.112499,-1.270004,0.0189,0.0216,0.0
42.330002,39.075001,-1.260002,0.0189,0.0216,0.0
42.307503,39.060001,-1.279999,0.0189,0.0216,0.0
42.322498,39.060001,-1.25,0.0189,0.0216,0.0
43.215,39.0,-1.239998,0.0189,0.0216,0.0
43.5825,38.9925,-1.25,0.0189,0.0216,0.0
43.852501,38.969997,-1.239998,0.0189,0.0216,0.0
44.287498,38.932499,-1.230003,0.0189,0.0216,0.0
44.5275,38.932499,-1.190002,0.0189,0.0216,0.0
44.654999,38.947498,-1.200005,0.0189,0.0216,0.0
44.797501,38.9175,-1.200005,0.0189,0.0216,0.0
44.872498,38.895,-1.220001,0.0189,0.0216,0.0
44.985001,38.91,-1.230003,0.0189,0.0216,0.0
45.052502,38.887497,-1.230003,0.0189,0.0216,0.0
45.119999,38.887497,-1.220001,0.0189,0.0216,0.0
45.209999,38.887497,-1.209999,0.0189,0.0216,0.0
45.299999,38.887497,-1.220001,0.0189,0.0216,0.0
45.427502,38.8125,-1.209999,0.0189,0.0216,0.0
45.434998,38.82,-1.190002,0.0198,0.0216,0.0
45.4725,38.834999,-1.18,0.0189,0.0216,0.0
45.502499,38.842499,-1.230003,0.0198,0.0216,0.0
45.502499,38.8125,-1.220001,0.0198,0.0216,0.0
45.502499,38.775002,-1.209999,0.0198,0.0216,0.0
45.510002,38.745003,-1.209999,0.0198,0.0216,0.0
45.510002,38.737499,-1.190002,0.0189,0.0216,0.0
45.510002,38.73,-1.190002,0.0198,0.0216,0.0
45.502499,38.745003,-1.209999,0.0189,0.0216,0.0
45.487503,38.715,-1.200005,0.0189,0.0216,0.0
45.502499,38.699997,-1.190002,0.0189,0.0216,0.0
45.487503,38.692501,-1.18,0.0198,0.0216,0.0
45.494999,38.699997,-1.169998,0.0189,0.0216,0.0
45.487503,38.699997,-1.160004,0.0189,0.0216,0.0
45.494999,38.715,-1.160004,0.0189,0.0216,0.0
45.48,38.662502,-1.150002,0.0189,0.0216,0.0
45.4725,38.654999,-1.150002,0.0189,0.0216,0.0
45.465,38.640003,-1.150002,0.0189,0.0216,0.0
45.450001,38.654999,-1.150002,0.0189,0.0216,0.0
46.387501,38.640003,-1.150002,0.0189,0.0216,0.0
46.237503,38.640003,-1.209999,0.0198,0.0216,0.0
46.23,38.6325,-1.230003,0.0189,0.0216,0.0
46.147499,38.625,-1.230003,0.0189,0.0216,0.0
46.0425,38.6325,-1.220001,0.0189,0.0216,0.0
46.087498,38.647499,-1.230003,0.0189,0.0216,0.0
46.125,38.670002,-1.209999,0.0189,0.0216,0.0
46.132504,38.692501,-1.209999,0.0189,0.0216,0.0
46.125,38.692501,-1.209999,0.0189,0.0216,0.0
46.087498,38.699997,-1.18,0.0189,0.0216,0.0
46.072502,38.699997,-1.190002,0.0189,0.0216,0.0
46.072502,38.737499,-1.200005,0.0189,0.0216,0.0
46.057499,38.759998,-1.190002,0.0189,0.0216,0.0
46.050003,38.759998,-1.18,0.0189,0.0216,0.0
46.0425,38.752502,-1.190002,0.0189,0.0216,0.0
46.0425,38.767502,-1.190002,0.0189,0.0216,0.0
46.027496,38.759998,-1.190002,0.0189,0.0216,0.0
46.027496,38.790001,-1.18,0.0189,0.0216,0.0
46.012501,38.782497,-1.200005,0.0189,0.0216,0.0
45.645,38.827499,-1.200005,0.0189,0.0216,0.0
45.622498,38.834999,-1.220001,0.0189,0.0216,0.0
45.57,38.9175,-1.239998,0.0189,0.0216,0.0
45.615002,38.91,-1.239998,0.0189,0.0216,0.0
45.697502,38.9175,-1.25,0.0189,0.0216,0.0
45.734997,38.91,-1.260002,0.0189,0.0216,0.0
45.855,38.924999,-1.279999,0.0189,0.0216,0.0
45.907501,38.940002,-1.279999,0.0189,0.0216,0.0
46.02,38.969997,-1.290001,0.0189,0.0216,0.0
46.02,38.9925,-1.32,0.0189,0.0216,0.0
46.064999,39.029999,-1.32,0.0189,0.0216,0.0
46.109997,39.060001,-1.32,0.0189,0.0216,0.0
46.147499,39.0825,-1.330002,0.0189,0.0216,0.0
46.192497,39.0975,-1.32,0.0189,0.0216,0.0
46.282501,39.142498,-1.239998,0.0189,0.0216,0.0
46.395,39.224998,-1.270004,0.0189,0.0216,0.0
46.432499,39.27,-1.310005,0.0189,0.0216,0.0
46.477501,39.285,-1.310005,0.0189,0.0216,0.0
46.522499,39.315002,-1.360001,0.0189,0.0216,0.0
46.567497,39.3675,-1.380005,0.0189,0.0216,0.0
46.5975,39.412498,-1.370003,0.0189,0.0216,0.0
46.649998,39.450001,-1.459999,0.0189,0.0216,0.0
46.6875,39.494999,-1.440002,0.0189,0.0216,0.0
46.725002,39.525002,-1.380005,0.0189,0.0216,0.0
46.814999,39.614998,-1.480003,0.0189,0.0216,0.0
46.852501,39.66,-1.590004,0.0189,0.0216,0.0
46.889999,39.697498,-1.550003,0.0189,0.0216,0.0
46.9725,39.795002,-1.529999,0.0189,0.0216,0.0
46.837498,39.884998,-1.510002,0.0189,0.0216,0.0
46.6875,39.960003,-1.57,0.0189,0.0216,0.0
46.560001,40.042503,-2.190002,0.0189,0.0216,0.0
46.5975,39.862499,-2.190002,0.0189,0.0216,0.0
46.635002,39.914997,-1.760002,0.0189,0.0216,0.0
46.649998,40.057499,-1.779999,0.0189,0.0216,0.0
46.619999,40.079998,-1.770004,0.0189,0.0216,0.0
46.619999,40.139999,-1.740005,0.0189,0.0216,0.0
46.612503,40.184998,-1.720001,0.0189,0.0216,0.0
46.605,40.215,-1.630005,0.0189,0.0216,0.0
46.59,40.275002,-1.620003,0.0189,0.0216,0.0
46.59,40.41,-1.639999,0.0189,0.0216,0.0
46.59,40.432499,-1.650002,0.0189,0.0216,0.0
46.5975,40.470001,-1.650002,0.0189,0.0216,0.0
46.5825,40.537498,-1.590004,0.0189,0.0216,0.0
46.59,40.567501,-1.57,0.0189,0.0216,0.0
46.575001,40.349998,-3.110001,0.0189,0.0216,0.0
45.6525,39.914997,-4.309998,0.0189,0.0216,0.0
44.557499,39.525002,-5.199997,0.0189,0.0216,0.0
44.249996,39.014999,-6.480003,0.0189,0.0216,0.0
44.099998,38.850002,-6.900002,0.0189,0.0216,0.0
43.927498,38.767502,-7.220001,0.0189,0.0216,0.0
43.837502,38.7225,-7.290001,0.0189,0.0216,0.0
43.709999,38.7225,-7.200005,0.0189,0.0216,0.0
43.342499,39.157497,-4.269997,0.0189,0.0216,0.0
43.627502,39.532501,-2.350006,0.0189,0.0216,0.0
43.552498,39.735001,-2.010002,0.0189,0.0216,0.0
43.424999,39.960003,-1.540001,0.0189,0.0216,0.0
43.327503,40.1325,-1.32,0.0189,0.0216,0.0
43.305,40.207497,-1.330002,0.0189,0.0216,0.0
43.252499,40.260002,-1.330002,0.0189,0.0216,0.0
43.199997,40.3125,-1.310005,0.0189,0.0216,0.0
43.177498,40.365002,-1.290001,0.0189,0.0216,0.0
43.035004,40.440002,-1.290001,0.0189,0.0216,0.0
43.02,40.454998,-1.279999,0.0189,0.0216,0.0
42.855,40.5,-1.25,0.0189,0.0216,0.0
42.810001,40.5075,-1.260002,0.0189,0.0216,0.0
42.765003,40.5,-1.25,0.0189,0.0216,0.0
42.705002,40.5,-1.260002,0.0189,0.0216,0.0
42.6525,40.485001,-1.25,0.0189,0.0216,0.0
42.555,40.470001,-1.270004,0.0189,0.0216,0.0
42.524998,40.440002,-1.270004,0.0189,0.0216,0.0
42.412502,40.4025,-1.270004,0.0189,0.0216,0.0
42.247501,40.342499,-1.279999,0.0189,0.0216,0.0
42.1875,40.305,-1.239998,0.0189,0.0216,0.0
42.029999,40.237499,-1.230003,0.0189,0.0216,0.0
41.91,40.200001,-1.220001,0.0189,0.0216,0.0
41.744999,40.154999,-1.25,0.0189,0.0216,0.0
41.685001,40.1325,-1.330002,0.0189,0.0216,0.0
41.639999,40.110001,-1.260002,0.0189,0.0216,0.0
41.587498,40.079998,-1.239998,0.0189,0.0216,0.0
41.497501,40.065002,-1.230003,0.0189,0.0216,0.0
41.257504,39.937504,-1.200005,0.0189,0.0216,0.0
41.182499,39.900002,-1.209999,0.0189,0.0216,0.0
41.017498,39.802502,-1.200005,0.0189,0.0216,0.0
40.950001,39.7575,-1.169998,0.0189,0.0216,0.0
40.912498,39.727497,-1.150002,0.0189,0.0216,0.0
40.845001,39.682499,-1.18,0.0189,0.0216,0.0
40.702499,39.562496,-1.220001,0.0189,0.0216,0.0
40.605,39.494999,-1.190002,0.0189,0.0216,0.0
40.552502,39.457497,-1.190002,0.0189,0.0216,0.0
40.4925,39.420002,-1.200005,0.0189,0.0216,0.0
40.454998,39.375,-1.200005,0.0189,0.0216,0.0
40.41,39.345001,-1.220001,0.0189,0.0216,0.0
40.357502,39.299999,-1.270004,0.0189,0.0216,0.0
40.207497,39.1875,-1.310005,0.0189,0.0216,0.0
40.0275,39.037498,-1.310005,0.0189,0.0216,0.0
39.974998,38.962502,-1.310005,0.0189,0.0216,0.0
39.884998,38.880001,-1.270004,0.0189,0.0216,0.0
39.8475,38.834999,-1.270004,0.0189,0.0216,0.0
39.802502,38.805,-1.279999,0.0189,0.0216,0.0
39.772503,38.759998,-1.270004,0.0189,0.0216,0.0
39.727497,38.7225,-1.260002,0.0189,0.0216,0.0
39.682499,38.677498,-1.260002,0.0189,0.0216,0.0
39.66,38.640003,-1.25,0.0189,0.0216,0.0
39.614998,38.594997,-1.230003,0.0189,0.0216,0.0
39.517498,38.505001,-1.239998,0.0189,0.0216,0.0
39.4725,38.475002,-1.25,0.0189,0.0216,0.0
39.442501,38.429996,-1.239998,0.0189,0.0216,0.0
39.397503,38.377499,-1.260002,0.0189,0.0216,0.0
39.337502,38.3325,-1.370003,0.0189,0.0216,0.0
39.299999,38.294998,-1.260002,0.0189,0.0216,0.0
39.255001,38.25,-1.239998,0.0189,0.0216,0.0
39.1875,38.205002,-1.25,0.0189,0.0216,0.0
39.157497,38.1675,-1.279999,0.0189,0.0216,0.0
39.045002,38.077503,-1.260002,0.0189,0.0216,0.0
38.977501,38.032497,-1.25,0.0189,0.0216,0.0
38.932499,37.995003,-1.270004,0.0189,0.0216,0.0
38.887497,37.949997,-1.270004,0.0189,0.0216,0.0
38.850002,37.912502,-1.260002,0.0189,0.0216,0.0
38.782497,37.8675,-1.260002,0.0189,0.0216,0.0
38.7225,37.822498,-1.239998,0.0189,0.0216,0.0
38.677498,37.785,-1.260002,0.0189,0.0216,0.0
38.549999,37.702499,-1.270004,0.0189,0.0216,0.0
38.505001,37.657501,-1.260002,0.0189,0.0216,0.0
38.459999,37.612499,-1.25,0.0189,0.0216,0.0
38.355,37.529999,-1.25,0.0189,0.0216,0.0
38.294998,37.477501,-1.25,0.0189,0.0216,0.0
38.242496,37.432499,-1.270004,0.0189,0.0216,0.0
38.212502,37.395,-1.270004,0.0189,0.0207,0.0
38.174999,37.342499,-1.270004,0.0189,0.0216,0.0
38.122501,37.290001,-1.260002,0.0189,0.0216,0.0
38.077503,37.244999,-1.260002,0.0189,0.0216,0.0
38.047501,37.192501,-1.260002,0.0189,0.0216,0.0
37.8825,36.997498,-1.25,0.0189,0.0216,0.0
37.830002,36.952499,-1.25,0.0189,0.0216,0.0
37.799999,36.915001,-1.260002,0.0189,0.0216,0.0
37.739998,36.810001,-1.25,0.0189,0.0216,0.0
37.68,36.764999,-1.25,0.0189,0.0216,0.0
37.657501,36.720001,-1.25,0.0189,0.0216,0.0
37.627499,36.674999,-1.260002,0.0189,0.0216,0.0
37.5975,36.630001,-1.260002,0.0189,0.0216,0.0
37.560001,36.577499,-1.25,0.0189,0.0216,0.0
37.477501,36.495003,-1.25,0.0189,0.0216,0.0
37.4025,36.412502,-1.239998,0.0189,0.0216,0.0
37.372498,36.375,-1.25,0.0189,0.0198,0.0
37.342499,36.330002,-1.239998,0.0198,0.0216,0.0
37.2075,36.172501,-1.25,0.0189,0.0216,0.0
37.169998,36.09,-1.270004,0.0189,0.0216,0.0
37.147499,36.052498,-1.270004,0.0189,0.0216,0.0
37.1325,36.014999,-1.260002,0.0189,0.0216,0.0
37.064999,35.962502,-1.25,0.0189,0.0216,0.0
36.990002,35.872501,-1.239998,0.0189,0.0216,0.0
36.990002,35.834999,-1.239998,0.0198,0.0216,0.0
36.959999,35.790001,-1.25,0.0189,0.0216,0.0
36.907501,35.7075,-1.239998,0.0189,0.0216,0.0
36.885002,35.677498,-1.239998,0.0189,0.0216,0.0
36.84,35.639999,-1.25,0.0189,0.0216,0.0
36.779999,35.602501,-1.239998,0.0189,0.0216,0.0
36.7425,35.565002,-1.239998,0.0189,0.0216,0.0
36.712498,35.497501,-1.260002,0.0189,0.0216,0.0
36.705002,35.459999,-1.260002,0.0198,0.0216,0.0
36.645,35.384998,-1.279999,0.0189,0.0216,0.0
36.5625,35.279999,-1.279999,0.0198,0.0216,0.0
36.532501,35.2425,-1.279999,0.0189,0.0216,0.0
36.4575,35.137501,-1.279999,0.0189,0.0216,0.0
36.360001,34.987499,-1.290001,0.0189,0.0216,0.0
36.337498,34.950001,-1.279999,0.0189,0.0216,0.0
36.299999,34.8825,-1.300003,0.0189,0.0216,0.0
36.262501,34.852501,-1.290001,0.0189,0.0216,0.0
36.247501,34.822502,-1.290001,0.0189,0.0216,0.0
36.217499,34.785,-1.300003,0.0189,0.0216,0.0
36.209999,34.755001,-1.290001,0.0189,0.0216,0.0
36.195,34.717503,-1.279999,0.0189,0.0216,0.0
36.1875,34.68,-1.290001,0.0189,0.0216,0.0
36.157501,34.642498,-1.279999,0.0189,0.0216,0.0
36.149998,34.627499,-1.279999,0.0189,0.0216,0.0
36.0825,34.544998,-1.279999,0.0189,0.0216,0.0
36.060001,34.514999,-1.290001,0.0189,0.0216,0.0
36.037502,34.485001,-1.290001,0.0189,0.0216,0.0
35.9925,34.439999,-1.279999,0.0189,0.0216,0.0
35.939999,34.372501,-1.290001,0.0189,0.0216,0.0
35.872501,34.297501,-1.279999,0.0189,0.0216,0.0
35.834999,34.23,-1.300003,0.0189,0.0216,0.0
35.790001,34.177502,-1.290001,0.0189,0.0216,0.0
35.744999,34.154999,-1.290001,0.0189,0.0216,0.0
35.7225,34.1175,-1.290001,0.0189,0.0216,0.0
35.7075,34.087498,-1.290001,0.0189,0.0216,0.0
35.677498,34.049999,-1.290001,0.0198,0.0216,0.0
35.6175,33.997501,-1.290001,0.0189,0.0216,0.0
35.549999,33.952499,-1.300003,0.0189,0.0216,0.0
35.445,33.855,-1.300003,0.0189,0.0216,0.0
35.43,33.84,-1.300003,0.0198,0.0216,0.0
35.3475,33.7575,-1.310005,0.0189,0.0216,0.0
35.325001,33.735001,-1.310005,0.0189,0.0216,0.0
35.287498,33.689999,-1.290001,0.0189,0.0216,0.0
35.25,33.6675,-1.290001,0.0189,0.0216,0.0
35.227501,33.645,-1.310005,0.0189,0.0216,0.0
35.197498,33.614998,-1.330002,0.0189,0.0216,0.0
35.174999,33.592499,-1.330002,0.0189,0.0216,0.0
35.137501,33.5625,-1.330002,0.0189,0.0216,0.0
35.115002,33.525002,-1.360001,0.0189,0.0216,0.0
35.07,33.494999,-1.349998,0.0189,0.0216,0.0
35.047501,33.487499,-1.360001,0.0189,0.0216,0.0
35.010002,33.435001,-1.360001,0.0189,0.0216,0.0
34.98,33.389999,-1.380005,0.0189,0.0216,0.0
