三效液相温度,三效气相温度,三效蒸发室气相压力,出料泵电流1,出料泵电流2,出料流量
58.244999,51.75,-78.520004,12.5667,0.0189,1.0
58.1175,51.592499,-78.709999,12.6225,0.0207,1.0
58.1175,51.614998,-78.57,12.629701,0.0207,1.0
58.357502,51.614998,-78.5,12.6756,0.0207,1.0
58.237499,51.614998,-78.520004,12.5757,0.0207,1.0
58.184998,51.614998,-78.57,12.5082,0.0207,1.0
58.380001,51.720001,-78.599998,12.681001,0.0207,1.0
58.417503,51.735001,-78.470001,12.5766,0.0207,1.0
58.387501,51.75,-78.459999,12.687301,0.0207,1.0
58.41,51.7425,-78.540001,12.4812,0.0207,1.0
58.627502,51.884998,-78.449997,12.6531,0.0207,1.0
58.4025,51.84,-78.43,12.654901,0.0207,1.0
58.965,52.23,-77.989998,8.9172,0.0216,0.0
59.0625,52.372501,-78.089996,12.951,0.0207,1.0
58.860001,52.327503,-78.129997,12.984301,0.0207,1.0
58.934998,52.32,-78.150002,12.8214,0.0207,1.0
58.829998,52.252499,-78.139999,14.5116,0.0207,1.0
58.769997,52.177498,-78.410004,12.987,0.0207,1.0
58.920002,52.110001,-78.220001,12.7818,0.0207,1.0
58.965,52.102501,-78.199997,12.7557,0.0207,1.0
58.522503,51.975002,-78.5,12.7476,0.0207,1.0
58.732502,51.945,-78.349998,12.6882,0.0207,1.0
58.529999,51.959999,-78.270004,12.816,0.0207,1.0
58.537498,52.012497,-78.25,12.7476,0.0207,1.0
58.529999,52.012497,-78.239998,12.5748,0.0207,1.0
58.59,52.049999,-78.110001,12.699901,0.0207,1.0
58.695,52.102501,-78.110001,12.6288,0.0207,1.0
58.650002,52.154999,-78.089996,12.654901,0.0207,1.0
58.702499,52.169998,-78.059998,12.644099,0.0207,1.0
58.237499,52.094997,-78.309998,12.5883,0.0207,1.0
57.945,51.9375,-78.57,12.5505,0.0207,1.0
57.449997,51.510002,-78.900002,12.649501,0.0207,1.0
58.079998,51.510002,-78.270004,12.5289,0.0207,1.0
58.259998,51.7425,-78.300003,12.5901,0.0207,1.0
58.244999,51.892502,-78.169998,12.51,0.0207,1.0
58.454998,51.959999,-78.050003,12.5316,0.0207,1.0
58.394997,52.012497,-78.190002,12.5136,0.0207,1.0
58.364998,52.049999,-78.040001,12.6153,0.0207,1.0
58.545002,52.1325,-78.029999,12.5739,0.0207,1.0
58.664997,52.259998,-77.940002,12.4911,0.0207,1.0
58.702499,52.327503,-77.900002,12.438,0.0207,1.0
58.732502,52.4025,-77.959999,12.5316,0.0207,1.0
58.7775,52.485001,-77.709999,12.462299,0.0207,1.0
58.799999,52.485001,-77.839996,12.4128,0.0207,1.0
58.785,52.5,-77.739998,12.5712,0.0207,1.0
58.5975,52.5,-77.830002,12.4965,0.0207,1.0
58.477497,52.477501,-77.970001,12.485701,0.0207,1.0
58.664997,52.455002,-77.860001,12.4713,0.0207,1.0
58.605003,52.477501,-77.800003,12.4587,0.0207,1.0
58.499996,52.477501,-77.949997,12.5217,0.0207,1.0
58.68,52.462502,-77.849998,12.5487,0.0207,1.0
58.822502,52.552498,-77.699997,12.498301,0.0207,1.0
58.297501,52.5075,-78.229996,12.597301,0.0207,1.0
57.3675,51.982498,-78.790001,12.352499,0.0207,1.0
56.662502,51.240002,-79.110001,12.5028,0.0207,1.0
56.5425,51.037498,-79.18,12.5622,0.0207,1.0
56.415001,50.849998,-79.25,12.392099,0.0207,1.0
56.310001,50.647499,-79.339996,12.4785,0.0207,1.0
56.505001,50.602501,-79.150002,12.4182,0.0207,1.0
56.475002,50.557499,-79.290001,12.4488,0.0207,1.0
56.459999,50.527496,-79.199997,12.4704,0.0207,1.0
56.302498,50.602501,-79.269997,12.3885,0.0207,1.0
56.610001,50.639999,-79.190002,12.3939,0.0207,1.0
56.557503,50.669998,-79.099998,12.421801,0.0207,1.0
56.505001,50.632504,-79.309998,12.466801,0.0207,1.0
56.715,50.204998,-79.110001,12.339001,0.0207,1.0
56.452499,50.25,-79.160004,12.4551,0.0207,1.0
56.647499,50.377499,-79.139999,12.474,0.0207,1.0
56.452499,50.407501,-79.18,12.437099,0.0207,1.0
56.512497,50.459999,-79.220001,12.4839,0.0207,1.0
56.497501,50.474998,-79.229996,12.4065,0.0207,1.0
56.647499,50.512501,-79.190002,12.5118,0.0207,1.0
56.505001,50.564999,-79.129997,12.409201,0.0207,1.0
56.512497,50.550003,-79.18,12.465,0.0207,1.0
56.512497,50.5425,-79.080002,12.309299,0.0207,1.0
56.6175,50.602501,-79.139999,12.357,0.0207,1.0
56.475002,50.609997,-79.239998,12.375,0.0207,1.0
56.572498,50.602501,-79.160004,12.4245,0.0207,1.0
56.602501,50.632504,-79.169998,12.437099,0.0207,1.0
56.535,50.6175,-79.150002,12.372299,0.0207,1.0
56.580002,50.632504,-79.25,12.391199,0.0207,1.0
56.475002,50.639999,-79.110001,12.4362,0.0207,1.0
56.4375,50.700001,-79.139999,12.3696,0.0207,1.0
56.662502,50.714996,-79.110001,12.2841,0.0207,1.0
56.512497,50.700001,-79.169998,12.3498,0.0207,1.0
56.549999,50.677502,-79.110001,12.4677,0.0207,1.0
56.6175,50.7075,-79.099998,12.3894,0.0207,1.0
56.482498,50.1525,-79.110001,12.4065,0.0207,1.0
56.4375,49.860001,-79.160004,12.352499,0.0207,1.0
56.392502,49.852497,-79.220001,12.404699,0.0207,1.0
56.287502,49.897499,-79.369995,12.421801,0.0207,1.0
56.235001,49.927502,-79.260002,12.4146,0.0207,1.0
56.302498,50.1675,-79.470001,12.4011,0.0207,1.0
56.174999,50.1525,-79.550003,12.428101,0.0207,1.0
56.077499,50.227501,-79.339996,12.3894,0.0207,1.0
56.182503,50.212498,-79.330002,12.373199,0.0207,1.0
56.2425,50.272499,-79.43,12.3894,0.0207,1.0
56.370003,50.302502,-79.440002,12.2724,0.0207,1.0
56.220001,50.287498,-79.459999,12.423599,0.0207,1.0
56.302498,50.280003,-79.520004,12.393,0.0207,1.0
56.362499,50.287498,-79.479996,12.3507,0.0207,1.0
56.137501,50.2425,-79.520004,12.402901,0.0207,1.0
56.3325,50.294998,-79.459999,12.4254,0.0207,1.0
56.182503,50.294998,-79.589996,12.2949,0.0207,1.0
56.16,50.2575,-79.459999,12.295799,0.0207,1.0
56.189999,50.264999,-79.43,12.4389,0.0207,1.0
56.174999,50.235001,-79.629997,12.4398,0.0207,1.0
56.1675,50.197502,-79.389999,12.437099,0.0207,1.0
56.272499,50.227501,-79.709999,12.379499,0.0207,1.0
56.077499,50.220001,-79.400002,12.4002,0.0207,1.0
56.077499,50.204998,-79.610001,12.3948,0.0207,1.0
56.182503,50.175003,-79.699997,12.4533,0.0207,1.0
56.370003,50.204998,-79.599998,12.4632,0.0207,1.0
56.2425,50.189999,-79.510002,12.416401,0.0207,1.0
56.189999,50.302502,-79.470001,12.5253,0.0207,1.0
56.272499,50.309998,-79.520004,12.385799,0.0207,1.0
56.482498,50.482498,-79.309998,12.4137,0.0207,1.0
56.640003,50.564999,-79.300003,12.465,0.0207,1.0
56.767502,50.6175,-79.220001,12.5235,0.0207,1.0
56.505001,50.564999,-79.470001,12.483,0.0207,1.0
56.16,50.4375,-79.620003,12.5469,0.0207,1.0
56.047501,50.2425,-79.75,12.4011,0.0207,1.0
55.919998,50.07,-79.809998,12.4578,0.0207,1.0
55.762501,49.905003,-79.849998,12.4758,0.0207,1.0
55.649998,49.822502,-79.93,12.4803,0.0207,1.0
55.560001,49.710003,-79.959999,12.4911,0.0207,1.0
55.514999,49.650002,-79.919998,12.4776,0.0207,1.0
55.567497,49.5975,-79.949997,12.417299,0.0207,1.0
55.5825,49.575001,-79.970001,12.4641,0.0216,1.0
55.522499,49.575001,-80.050003,12.504601,0.0207,1.0
55.387501,49.559998,-79.949997,12.5199,0.0207,1.0
55.717503,49.575001,-79.93,12.528,0.0207,1.0
55.807499,49.619999,-79.809998,12.4551,0.0207,1.0
55.695004,49.612499,-79.979996,12.5325,0.0207,1.0
55.807499,49.612499,-79.889999,12.555,0.0207,1.0
55.522499,49.575001,-79.979996,12.5406,0.0207,1.0
55.612503,49.575001,-79.959999,12.5793,0.0207,1.0
55.567497,49.529999,-80.010002,12.5676,0.0207,1.0
55.777504,49.605003,-80.0,12.4776,0.0207,1.0
55.552502,49.552502,-79.93,12.4659,0.0198,1.0
55.605,49.545002,-79.940002,12.483,0.0207,1.0
55.612503,49.605003,-79.959999,12.5361,0.0207,1.0
55.845001,49.635002,-79.93,12.5037,0.0207,1.0
55.702499,49.635002,-79.970001,12.6369,0.0207,1.0
55.635002,49.59,-79.889999,12.519,0.0207,1.0
55.852501,49.635002,-79.809998,12.5091,0.0216,1.0
55.612503,49.575001,-79.830002,12.5892,0.0207,1.0
55.754997,49.567501,-79.910004,12.645,0.0207,1.0
55.702499,49.605003,-79.870003,12.5964,0.0207,1.0
55.552502,49.582497,-79.870003,12.6225,0.0207,1.0
55.830002,49.619999,-79.770004,12.5145,0.0207,1.0
55.747501,49.619999,-79.82,12.5559,0.0207,1.0
55.814999,49.650002,-79.849998,12.4938,0.0207,1.0
55.8675,49.702499,-79.790001,12.5712,0.0207,1.0
55.875,49.724998,-79.779999,12.5118,0.0216,1.0
55.822502,49.710003,-79.770004,12.5514,0.0207,1.0
55.905003,49.6875,-79.839996,12.498301,0.0207,1.0
55.965,49.7775,-79.729996,12.5577,0.0207,1.0
55.919998,49.829998,-79.770004,12.625199,0.0207,1.0
55.8675,49.829998,-79.979996,12.623401,0.0216,1.0
55.942497,49.7775,-79.720001,12.6054,0.0207,1.0
56.002499,49.77,-79.849998,12.627,0.0207,1.0
56.010002,49.829998,-79.779999,12.5757,0.0207,1.0
55.875,49.807499,-79.800003,12.6162,0.0207,1.0
56.055,49.807499,-79.849998,12.6459,0.0207,1.0
55.942497,49.807499,-79.830002,12.6261,0.0207,1.0
56.002499,49.829998,-79.729996,12.670199,0.0207,1.0
55.9725,49.829998,-79.809998,12.6459,0.0207,1.0
55.672497,49.717499,-79.989998,12.5406,0.0207,1.0
55.837498,49.710003,-79.860001,12.6522,0.0207,1.0
55.830002,49.724998,-79.880005,12.6018,0.0207,1.0
55.747501,49.747498,-80.0,12.582,0.0207,1.0
55.777504,49.717499,-79.910004,12.7242,0.0207,1.0
55.837498,49.755001,-79.949997,12.612599,0.0207,1.0
55.965,49.755001,-79.919998,12.6774,0.0207,1.0
55.965,49.695,-79.919998,12.7008,0.0207,1.0
56.43,49.552502,-79.809998,12.807899,0.0207,1.0
56.2425,49.327499,-79.760002,12.663899,0.0207,1.0
55.942497,49.139999,-80.07,12.717,0.0207,1.0
55.822502,48.997498,-79.979996,12.7881,0.0207,1.0
56.017502,48.997498,-79.880005,12.7638,0.0207,1.0
56.1525,48.960003,-79.760002,12.8223,0.0207,1.0
56.092499,48.922501,-79.919998,12.807899,0.0207,1.0
55.935001,48.779999,-79.849998,12.7395,0.0207,1.0
55.994999,48.809998,-79.849998,12.7368,0.0207,1.0
55.9725,48.825001,-79.800003,12.7827,0.0207,1.0
56.145,48.825001,-79.779999,12.7161,0.0207,1.0
56.040001,48.877502,-79.860001,12.7386,0.0207,1.0
56.024998,48.84,-79.870003,12.623401,0.0207,1.0
55.889999,48.832497,-80.040001,12.7161,0.0207,1.0
55.912502,48.764999,-79.979996,12.734099,0.0207,1.0
55.905003,48.855003,-79.729996,12.7197,0.0207,1.0
55.98,49.095001,-79.979996,12.789,0.0207,1.0
55.845001,49.215,-79.919998,12.7476,0.0207,1.0
56.107498,49.305,-79.739998,12.6738,0.0216,1.0
56.07,49.447502,-79.870003,12.6927,0.0207,1.0
56.6175,49.987499,-79.639999,12.7692,0.0207,1.0
56.032501,49.8675,-79.970001,12.7233,0.0207,1.0
56.2425,49.837502,-79.770004,12.7989,0.0207,1.0
55.702499,49.470001,-80.230003,12.674701,0.0207,1.0
55.612503,49.440002,-80.220001,12.8304,0.0207,1.0
55.665001,49.4025,-80.330002,12.7764,0.0207,1.0
55.665001,49.342499,-80.360001,12.762,0.0198,1.0
55.575001,49.1325,-80.57,12.7116,0.0207,1.0
55.425003,49.110001,-80.650002,12.701699,0.0207,1.0
55.702499,49.200001,-80.43,12.7854,0.0207,1.0
55.785,49.267498,-80.510002,12.8619,0.0207,1.0
55.695004,49.237499,-80.43,12.7917,0.0207,1.0
55.875,49.252502,-80.440002,12.8385,0.0216,1.0
55.724998,49.32,-80.479996,12.7737,0.0198,1.0
55.762501,49.335003,-80.57,12.8448,0.0207,1.0
55.98,49.32,-80.470001,12.6729,0.0207,1.0
55.889999,49.387501,-80.489998,12.707999,0.0207,1.0
55.927502,49.394997,-80.440002,12.771,0.0207,1.0
55.98,49.500004,-80.540001,12.825,0.0207,1.0
55.889999,49.5075,-80.639999,12.7233,0.0216,1.0
56.010002,49.537498,-80.419998,12.7512,0.0207,1.0
55.950001,49.740002,-80.510002,12.7224,0.0207,1.0
56.212498,50.43,-80.449997,12.7224,0.0207,1.0
56.084999,51.9375,-80.589996,12.7611,0.0207,1.0
56.220001,52.462502,-80.610001,12.7575,0.0207,1.0
56.137501,52.5825,-80.790001,12.7989,0.0189,1.0
56.25,52.77,-80.57,12.651299,0.0207,1.0
56.3325,52.949997,-80.370003,12.753,0.0207,1.0
56.107498,52.994999,-80.589996,12.7503,0.0207,1.0
56.392502,53.009998,-80.629997,12.8025,0.0207,1.0
56.422501,53.212502,-80.610001,12.7503,0.0207,1.0
56.6175,53.362499,-80.589996,12.833099,0.0207,1.0
56.415001,53.279999,-80.610001,12.826799,0.0207,1.0
56.34,53.272503,-80.709999,12.7053,0.0207,1.0
56.279999,53.384998,-80.660004,12.7323,0.0207,1.0
56.2425,53.512501,-80.589996,12.7593,0.0207,1.0
56.4375,53.422501,-80.790001,12.7377,0.0207,1.0
56.205002,53.489998,-80.5,12.7764,0.0207,1.0
56.7075,53.579998,-80.400002,12.8367,0.0207,1.0
56.3475,53.3325,-80.720001,12.7773,0.0207,1.0
56.25,53.174999,-80.690002,12.8133,0.0207,1.0
56.722496,53.452499,-80.370003,12.8007,0.0207,1.0
56.767502,53.5275,-80.769997,12.7422,0.0207,1.0
56.467499,53.362499,-80.809998,12.7521,0.0207,1.0
56.857498,53.587502,-80.510002,12.7611,0.0207,1.0
56.955002,53.805,-80.380005,12.771,0.0207,1.0
56.947498,53.932499,-80.339996,12.8196,0.0207,1.0
56.775002,53.715,-80.540001,12.865499,0.0207,1.0
56.737499,53.797501,-80.68,12.7206,0.0207,1.0
56.5275,53.647503,-80.470001,12.735,0.0207,1.0
56.685001,53.700001,-80.400002,12.7548,0.0207,1.0
56.549999,53.565002,-80.540001,12.816,0.0207,1.0
56.910004,53.677498,-80.43,12.7134,0.0207,1.0
56.775002,53.789997,-80.57,12.7638,0.0207,1.0
56.775002,53.797501,-80.709999,12.8196,0.0207,1.0
56.857498,53.805,-80.690002,12.8214,0.0207,1.0
56.939999,53.789997,-80.559998,12.7845,0.0207,1.0
56.857498,53.805,-80.610001,12.7908,0.0207,1.0
56.992496,53.775002,-80.489998,12.8016,0.0207,1.0
57.0,53.842499,-80.57,12.9375,0.0207,1.0
56.992496,53.880001,-80.419998,12.8529,0.0207,1.0
56.842499,53.842499,-80.639999,12.7575,0.0207,1.0
56.9175,53.797501,-80.779999,12.858299,0.0207,1.0
56.8125,53.775002,-80.380005,12.7107,0.0207,1.0
56.775002,53.7225,-80.529999,12.78,0.0207,1.0
57.127499,53.775002,-80.610001,12.7287,0.0207,1.0
56.654999,53.767498,-80.540001,12.881701,0.0207,1.0
56.827503,53.7225,-80.479996,12.862801,0.0207,1.0
56.827503,53.647503,-80.25,12.6603,0.0207,1.0
56.722496,53.602497,-80.489998,12.8358,0.0207,1.0
56.602501,53.452499,-80.760002,12.7368,0.0207,1.0
56.910004,53.587502,-80.629997,12.7224,0.0207,1.0
56.827503,53.535,-80.610001,12.8061,0.0207,1.0
56.910004,53.5275,-80.559998,12.656699,0.0207,1.0
56.9175,53.557499,-80.419998,12.914999,0.0207,1.0
56.924999,53.639999,-80.629997,12.6774,0.0207,1.0
57.044998,53.572498,-80.580002,12.6459,0.0207,1.0
57.060001,53.595001,-80.869995,12.087001,0.0207,1.0
56.9025,53.542503,-80.729996,12.5469,0.0207,1.0
56.73,53.549999,-80.339996,12.4722,0.0207,1.0
56.587498,53.227501,-80.919998,12.1707,0.0207,1.0
57.307503,53.467499,-80.889999,11.6514,0.0207,1.0
57.27,53.579998,-80.589996,9.3159,0.0207,1.0
57.142502,53.535,-80.639999,8.964,0.0207,0.0
57.120003,53.6325,-80.699997,11.708099,0.0207,1.0
57.4725,53.624996,-80.779999,11.7603,0.0207,1.0
56.625,50.1675,-80.349998,11.7072,0.0207,1.0
56.737499,48.585003,-80.260002,11.7603,0.0207,1.0
56.594997,48.360001,-80.510002,11.708099,0.0207,1.0
56.804996,48.307499,-80.300003,11.689199,0.0207,1.0
56.482498,47.737499,-80.309998,11.576699,0.0207,1.0
55.987503,47.549999,-80.380005,11.6307,0.0207,1.0
55.5975,47.3325,-80.410004,11.6343,0.0207,1.0
55.567497,47.422501,-80.360001,11.7162,0.0207,1.0
55.432499,47.400002,-80.699997,11.5794,0.0207,1.0
55.859997,47.692501,-80.25,11.547,0.0207,1.0
56.010002,47.910004,-80.330002,11.6361,0.0207,1.0
56.3325,48.127502,-80.230003,11.5479,0.0207,1.0
56.384998,48.299999,-79.989998,11.601,0.0207,1.0
56.34,48.27,-79.889999,11.5164,0.0207,1.0
56.392502,48.337502,-80.130005,11.596499,0.0207,1.0
56.2575,48.330002,-80.120003,11.506499,0.0207,1.0
56.197502,48.5625,-79.720001,11.4525,0.0207,1.0
57.989998,50.25,-78.68,11.4336,0.0207,1.0
58.237499,50.639999,-78.589996,11.4444,0.0207,1.0
58.5075,50.962498,-78.309998,11.5119,0.0207,1.0
58.582497,51.157501,-78.139999,11.549701,0.0207,1.0
58.8675,51.435001,-78.059998,11.5614,0.0207,1.0
59.287498,51.862499,-77.779999,11.4129,0.0207,1.0
59.145,51.862499,-77.739998,11.5893,0.0207,1.0
59.115002,51.8325,-77.800003,11.5974,0.0207,1.0
59.377499,51.975002,-77.610001,11.564099,0.0207,1.0
59.362499,51.824997,-77.800003,11.5488,0.0207,1.0
59.055,51.75,-77.860001,11.4849,0.0207,1.0
59.302502,51.810001,-77.709999,11.596499,0.0207,1.0
59.002502,51.817501,-77.699997,11.5722,0.0207,1.0
58.912498,51.794998,-77.849998,11.506499,0.0207,1.0
59.077499,51.8475,-77.669998,11.504701,0.0207,1.0
59.1525,51.982498,-77.589996,11.5956,0.0207,1.0
59.474998,52.012497,-77.599998,11.4705,0.0207,1.0
59.295002,52.0425,-77.610001,11.5758,0.0207,1.0
59.25,52.072498,-77.660004,11.6217,0.0207,1.0
59.452499,52.1325,-77.540001,11.5416,0.0207,1.0
59.385002,52.162502,-77.519997,11.457,0.0207,1.0
59.482498,52.177498,-77.509995,11.4327,0.0207,1.0
59.459999,52.222504,-77.43,11.5038,0.0207,1.0
59.5275,52.32,-77.43,11.574,0.0207,1.0
59.5425,52.350002,-77.43,11.6379,0.0207,1.0
59.587498,52.4025,-77.449997,11.524501,0.0207,1.0
59.602501,52.342499,-77.479996,11.5407,0.0207,1.0
59.647499,52.455002,-77.389999,11.500199,0.0207,1.0
59.662498,52.492496,-77.199997,11.5533,0.0207,1.0
59.73,52.5825,-77.220001,11.5398,0.0207,1.0
59.7225,52.627499,-77.270004,11.5866,0.0207,1.0
59.490002,52.5825,-77.400002,11.568601,0.0207,1.0
59.715,52.560001,-77.25,11.4768,0.0207,1.0
59.474998,52.552498,-77.309998,11.5155,0.0207,1.0
59.602501,52.522499,-77.339996,11.5281,0.0207,1.0
59.834999,52.709999,-76.989998,11.493899,0.0207,1.0
59.902496,52.785,-77.080002,11.504701,0.0207,1.0
59.872501,52.822498,-77.040001,10.5426,0.0207,0.0
60.037498,52.807503,-76.970001,0.0153,0.0207,0.0
60.389999,53.047501,-76.800003,0.0162,0.0207,0.0
60.637501,53.1525,-76.599998,11.447101,0.0207,1.0
60.6675,53.317501,-76.540001,11.408401,0.0207,1.0
60.555,53.317501,-76.75,11.4885,0.0207,1.0
60.4575,53.219997,-76.760002,11.517301,0.0207,1.0
60.300003,53.16,-76.880005,11.4678,0.0207,1.0
60.27,53.099998,-77.07,11.4867,0.0207,1.0
60.615002,53.114998,-76.790001,11.408401,0.0207,1.0
60.254997,52.987499,-76.830002,11.526299,0.0207,1.0
60.209999,52.994999,-76.959999,11.4219,0.0207,1.0
59.954998,52.732502,-77.229996,9.0972,0.0207,0.0
59.925003,52.634998,-77.270004,9.1305,0.0207,0.0
59.947502,52.485001,-77.190002,11.3976,0.0207,1.0
60.172497,52.889999,-77.160004,9.1206,0.0207,0.0
59.797497,52.515003,-77.300003,11.223,0.0207,1.0
59.849998,52.627499,-77.25,9.0891,0.0207,0.0
59.977501,52.702503,-77.18,9.3321,0.0207,0.0
60.262501,52.830002,-77.150002,11.5524,0.0207,1.0
60.382504,52.927498,-77.169998,9.1872,0.0207,0.0
60.300003,52.8825,-77.120003,11.574901,0.0207,1.0
60.4575,52.875,-77.099998,9.1746,0.0207,0.0
60.224998,52.799999,-77.260002,11.468699,0.0207,1.0
60.465004,52.897499,-76.880005,11.5488,0.0207,1.0
59.970001,52.702503,-77.369995,11.506499,0.0207,1.0
60.375,52.799999,-77.18,12.4632,0.0207,1.0
60.442497,52.942501,-77.130005,12.4821,0.0207,1.0
60.510002,52.912502,-77.229996,12.6009,0.0207,1.0
60.629997,52.799999,-77.279999,12.656699,0.0207,1.0
60.57,52.605,-77.459999,12.6585,0.0207,1.0
60.524998,52.492496,-77.410004,12.564,0.0207,1.0
60.615002,52.537502,-77.470001,12.618,0.0207,1.0
60.487503,52.837502,-77.629997,12.6846,0.0207,1.0
60.629997,52.949997,-77.660004,12.668401,0.0207,1.0
60.524998,53.204998,-77.580002,12.606299,0.0207,1.0
60.622501,53.302498,-77.699997,12.6738,0.0207,1.0
60.66,53.3325,-77.650002,12.7584,0.0207,1.0
60.682499,53.505001,-77.849998,12.721499,0.0207,1.0
60.637501,54.067501,-77.849998,12.651299,0.0207,1.0
60.779999,55.665001,-77.849998,12.7899,0.0207,1.0
60.48,56.174999,-77.889999,12.7575,0.0207,1.0
60.57,56.4375,-77.830002,12.6225,0.0207,1.0
60.48,56.43,-77.739998,12.7053,0.0207,1.0
60.502499,56.189999,-77.910004,12.7206,0.0207,1.0
60.697502,56.032501,-77.809998,12.8232,0.0207,1.0
60.584999,55.927502,-77.770004,12.7665,0.0207,1.0
60.697502,55.935001,-77.619995,12.8169,0.0207,1.0
60.802502,55.8675,-77.720001,12.7737,0.0207,1.0
60.9375,55.965,-77.559998,12.734099,0.0207,1.0
60.877499,55.9575,-77.629997,12.8277,0.0207,1.0
60.892502,55.785,-77.610001,13.217401,0.0207,1.0
61.095001,55.665001,-77.610001,13.1931,0.0207,1.0
60.945,55.365002,-77.43,13.2606,0.0207,1.0
60.877499,55.244999,-77.690002,13.3254,0.0207,1.0
60.794998,55.432499,-77.75,13.335299,0.0207,1.0
60.862499,55.8675,-77.790001,13.3317,0.0207,1.0
60.825001,55.9575,-77.919998,13.4325,0.0207,1.0
60.517502,56.189999,-77.869995,13.4037,0.0207,1.0
60.427502,56.1675,-77.639999,13.427999,0.0207,1.0
60.817497,56.287502,-77.68,13.270499,0.0189,1.0
60.6675,56.587498,-77.830002,13.3506,0.0207,1.0
60.540001,56.43,-77.839996,13.2417,0.0207,1.0
60.615002,56.392502,-77.849998,13.3938,0.0207,1.0
60.885002,56.415001,-77.720001,13.2948,0.0207,1.0
60.7575,56.2575,-77.830002,13.198501,0.0207,1.0
60.622501,56.017502,-77.869995,13.1679,0.0207,1.0
60.675003,55.875,-77.739998,13.2993,0.0207,1.0
60.885002,56.302498,-77.75,13.2975,0.0207,1.0
61.102501,56.272499,-77.589996,13.275001,0.0207,1.0
61.0275,56.5425,-77.509995,13.1058,0.0207,1.0
60.8325,56.3475,-77.43,12.979799,0.0207,1.0
60.922501,56.055,-77.43,13.0374,0.0207,1.0
60.989998,55.927502,-77.529999,12.9771,0.0207,1.0
60.899998,55.77,-77.410004,12.9231,0.0207,1.0
60.885002,55.425003,-77.369995,13.1508,0.0207,1.0
60.787502,55.334999,-77.440002,12.951,0.0207,1.0
60.802502,55.2225,-77.519997,13.158,0.0207,1.0
60.592503,55.109997,-77.529999,13.1634,0.0207,1.0
60.720001,55.087498,-77.330002,13.0995,0.0207,1.0
60.517502,54.967503,-77.489998,13.005899,0.0207,1.0
60.262501,54.674999,-77.610001,12.2175,0.0207,1.0
60.112503,54.450001,-77.82,13.2471,0.0207,1.0
59.782501,54.450001,-77.979996,12.984301,0.0207,1.0
59.939999,54.352497,-78.120003,13.0149,0.0207,1.0
59.887501,53.962502,-78.190002,13.0752,0.0207,1.0
59.647499,53.730003,-78.199997,12.9825,0.0207,1.0
59.550003,53.602497,-78.260002,12.973499,0.0207,1.0
59.579998,53.654999,-78.229996,12.941099,0.0207,1.0
59.369999,53.610001,-78.279999,12.9195,0.0207,1.0
59.272499,53.6175,-78.110001,13.2633,0.0207,1.0
59.227497,53.624996,-78.239998,13.012199,0.0207,1.0
59.145,53.4375,-78.32,12.9816,0.0207,1.0
59.264999,53.460003,-78.300003,13.0473,0.0207,1.0
59.34,53.535,-78.25,12.8133,0.0207,1.0
59.325001,53.549999,-78.349998,12.922199,0.0207,1.0
59.264999,53.392498,-78.18,12.9042,0.0207,1.0
59.392498,53.2575,-78.220001,13.0158,0.0207,1.0
59.07,53.25,-78.300003,12.869101,0.0207,1.0
59.369999,53.204998,-78.209999,12.908699,0.0207,1.0
59.392498,53.190002,-78.239998,12.996901,0.0207,1.0
59.482498,53.099998,-78.139999,12.7845,0.0207,1.0
59.692497,53.122501,-78.050003,12.9168,0.0207,1.0
59.647499,53.1675,-77.910004,12.953699,0.0207,1.0
59.579998,53.182499,-78.07,12.973499,0.0207,1.0
59.452499,53.07,-78.099998,12.8169,0.0207,1.0
59.572502,53.047501,-78.050003,12.9888,0.0207,1.0
59.5425,53.07,-78.110001,12.902399,0.0207,1.0
59.535,53.017502,-78.110001,12.870899,0.0207,1.0
59.579998,53.040001,-78.25,12.7863,0.0207,1.0
59.5425,53.025002,-78.080002,12.9231,0.0207,1.0
59.400002,52.949997,-78.099998,12.959101,0.0207,1.0
59.550003,52.935001,-77.949997,12.878099,0.0207,1.0
59.355,52.935001,-78.07,12.967199,0.0207,1.0
59.452499,52.830002,-78.040001,12.890699,0.0207,1.0
59.407501,52.837502,-77.959999,12.839399,0.0207,1.0
59.5425,52.8675,-77.979996,12.772799,0.0207,1.0
59.550003,52.935001,-78.010002,12.8034,0.0207,1.0
59.52,52.9725,-77.970001,12.8241,0.0207,1.0
59.325001,52.904999,-78.080002,12.8673,0.0207,1.0
59.407501,52.807503,-78.080002,12.9123,0.0207,1.0
59.055,52.725002,-78.18,12.9582,0.0207,1.0
59.190002,52.672501,-78.18,13.010401,0.0207,1.0
59.099998,52.634998,-78.25,13.0473,0.0207,1.0
58.8825,52.560001,-78.160004,12.9987,0.0207,1.0
58.980003,52.560001,-78.209999,12.8808,0.0207,1.0
59.010002,52.545002,-78.260002,12.996,0.0207,1.0
58.8675,52.5075,-78.349998,12.8529,0.0207,1.0
58.657501,52.23,-78.419998,12.8385,0.0207,1.0
58.559998,52.215,-78.389999,12.826799,0.0207,1.0
58.470001,52.199997,-78.349998,12.978901,0.0207,1.0
58.477497,52.162502,-78.440002,12.740399,0.0207,1.0
58.650002,52.005001,-78.479996,12.908699,0.0207,1.0
58.875004,52.012497,-78.330002,12.972601,0.0207,1.0
58.829998,51.922501,-78.270004,12.78,0.0207,1.0
